name,pos,weight
balmer,3645.236892,0.0006934587
balmer,3645.235751,0.0006934581
balmer,3645.23462,0.0006934575999999
balmer,3645.233502,0.0006934569999999
balmer,3645.232394,0.0006934565
balmer,3645.231297,0.0006934559
balmer,3645.230212,0.0006934553999999
balmer,3645.229137,0.0006934547999999
balmer,3645.228073,0.0006934543
balmer,3645.22702,0.0006934537999999
balmer,3645.225976,0.0006934533
balmer,3645.224943,0.0006934527
balmer,3645.223921,0.0006934521999999
balmer,3645.222908,0.0006934517
balmer,3645.221905,0.0006934512
balmer,3645.220912,0.0006934506999999
balmer,3645.219928,0.0006934502
balmer,3645.218954,0.0006934496999999
balmer,3645.217989,0.0006934492999999
balmer,3645.217033,0.0006934487999999
balmer,3645.216087,0.0006934483
balmer,3645.215149,0.0006934477999999
balmer,3645.214221,0.0006934473999999
balmer,3645.213301,0.0006934469
balmer,3645.21239,0.0006934464999999
balmer,3645.211487,0.000693446
balmer,3645.210593,0.0006934455999999
balmer,3645.209707,0.0006934451
balmer,3645.208829,0.0006934447
balmer,3645.20796,0.0006934442
balmer,3645.207098,0.0006934438
balmer,3645.206245,0.0006934434
balmer,3645.205399,0.0006934429999999
balmer,3645.204562,0.0006934425
balmer,3645.203731,0.0006934420999999
balmer,3645.202909,0.0006934416999999
balmer,3645.202093,0.0006934413
balmer,3645.201286,0.0006934409
balmer,3645.200485,0.0006934404999999
balmer,3645.199692,0.0006934400999999
balmer,3645.198906,0.0006934397
balmer,3645.198126,0.0006934393
balmer,3645.197354,0.0006934388999999
balmer,3645.196589,0.0006934384999999
balmer,3645.19583,0.0006934381999999
balmer,3645.195078,0.0006934378
balmer,3645.194333,0.0006934374
balmer,3645.193594,0.0006934371
balmer,3645.192862,0.0006934366999999
balmer,3645.192136,0.0006934362999999
balmer,3645.191417,0.0006934359999999
balmer,3645.190703,0.0006934356
balmer,3645.189996,0.0006934353
balmer,3645.189295,0.0006934349
balmer,3645.1886,0.0006934346
balmer,3645.187911,0.0006934342
balmer,3645.187228,0.0006934339
balmer,3645.186551,0.0006934334999999
balmer,3645.185879,0.0006934331999999
balmer,3645.185214,0.0006934328999999
balmer,3645.184553,0.0006934324999999
balmer,3645.183899,0.0006934321999999
balmer,3645.18325,0.0006934318999999
balmer,3645.182606,0.0006934315999999
balmer,3645.181968,0.0006934311999999
balmer,3645.181335,0.0006934308999999
